ProteinId	Replicate_1_(amol/cell)	Replicate_2_(amol/cell)	Replicate_3_(amol/cell)	Synonym
Cre13.g603225.t1.1	0.06207304277305528	0.05592370684146011	0.05536172804565334	
Cre13.g581600.t1.2	0.395996110340084	0.38157548822916176	0.3779971742450326	ASA4
Cre03.g145967.t1.1	0.12398327796069897	0.132953143076172	0.10644916308027984	
Cre16.g678050.t1.1	0.01877629635928666	0.015156369118648873	0.010674933135559775	SRE3
Cre06.g259100.t1.1	0.06129039136757263	0.06423084924924187	0.03253837053316165	
Cre06.g255100.t1.1	0.0843365235207548	0.07553128590488661	0.07097040734219764	
Cre02.g106850.t1.2	0.06708958985829191	0.05919218586855591	0.048941360551452776	TPR6
Cre09.g397200.t1.2	0.07533238445933785	0.07875580839592809	0.05753844584926965	CCT6
Cre12.g552900.t1.2	0.03176504044066364	0.09822664520198243	0.08249162195561825	DOI1
Cre01.g010900.t1.2	1.389821810407626	2.002613676344754	1.1516035091264771	GAP3
Cre05.g247450.t1.2	0.06802990457378627	0.05647965111135919	0.04614990334255081	CGL56
Cre07.g347100.t1.2	0.06827022683624058	0.049680310754345536		
Cre01.g001100.t1.2	0.09961636277260819	0.13152822856325946	0.11836766540233751	
Cre03.g167101.t1.1	0.03945684782653944	0.04731680884784555		
Cre02.g088200.t1.2	0.6158063645404974	0.6042661537158949	0.5680900903917728	RB60
Cre16.g692901.t1.1	0.15219896077893005	0.13708880060567924	0.1462072526532556	
Cre16.g653700.t1.1	0.5564202847230789	0.02753786168374888	0.03703642963128215	
Cre03.g194850.t1.2	1.1352628085801588	1.0012994024770971	0.9543712284245284	MDN1
Cre10.g466450.t1.1	0.025123561395893765	0.012151933598060424	0.26203714919936316	
Cre02.g080200.t1.2	0.7100954615318559	0.7226829362532029	0.4700380391211977	TRK1
Cre06.g296500.t1.2	0.030716606371119462	0.041699325733865554	0.08430116191048959	
Cre07.g340350.t1.1	0.30119245387609583	0.29313688607243643	0.25391375273563205	ASA1
Cre12.g503300.t1.2	0.08958840909991497	0.10160414943923901	0.07113172790891117	
Cre03.g154900.t1.1	0.05382902911811983			
Cre06.g308500.t1.2	0.22522823504421108	0.21373391593043226	0.16933940575945244	CMP2
Cre13.g591400.t1.1	0.05876098178369315	0.06299617201332097	0.09681202592587755	COA1
Cre03.g177053.t1.1	0.041149276207938644	0.04015025892169058	0.0349171458024514	
"Cre06.g273500.t1.2;Cre06.g273500.t2.1"	0.1152187093946066	0.05541759102746433	0.0959856008113104	;
Cre09.g395800.t1.2	0.022726400327372533	0.01809654311069377	0.01201965749049424	
Cre06.g263250.t1.1	0.13171417383612116	0.15319866343408908	0.16781190765755144	
Cre12.g537100.t1.2	0.0796072165831429	0.06333080271534963	0.06780528374072667	TSV2
Cre11.g467400.t1.2	0.08261693769071217	0.09062887911790701	0.07490484636825037	
"Cre06.g282000.t1.1;Cre06.g282000.t2.1"	0.055659452511667463	0.08068153073796358	0.056347456473385925	STA3;STA3
Cre09.g415550.t1.2	0.5950201430181347	0.520511487510819	0.32926556175763155	ASA2
Cre09.g406050.t1.2	0.1469360002502569	0.13232819839892399	0.1035699823395832	PYR7
Cre12.g512000.t1.1	0.07252295023486856	0.08016995538642072	0.05951217510574818	
"Cre02.g143650.t1.2;Cre02.g143650.t2.1"	0.08360813978817136	0.06833482617034599	0.053510120625267166	;
Cre17.g734200.t1.2	0.25213931109416543	0.27573124875310395	0.2650898083045991	DPA1
"Cre12.g541800.t1.2;Cre12.g542100.t1.2"	0.08529476183829557	0.06252244997754136	0.09937077871961883	;
Cre12.g513500.t1.2	0.056020645468575075	0.04067818531449322	0.036535701738270414	XAB2
"Cre08.g358556.t1.1;Cre08.g358556.t2.1"	1.524742648296577	1.1963179063009988	1.3478683757667311	RPS29;RPS29
"Cre13.g566650.t1.2;Cre13.g566650.t2.1"	0.16023371654589338	0.13635264992497914	0.19721959328038918	;
Cre16.g695050.t1.2	0.18549525877815717	0.13152965457055366	0.17646369108423718	HCD1
Cre01.g020918.t1.1	0.1534068134509045	0.1450626028461247	0.15227496699753473	PREP1
Cre06.g278215.t1.1	0.11655293606060504	0.0766860134785886	0.06120124556173982	
Cre12.g498500.t1.2	0.04444757432848957	0.046661477014744074	0.060755284273703025	DEG1C
"Cre06.g278185.t1.1;Cre07.g357200.t1.2"	0.6103701654443479	0.4858308242661822	0.3875376303447917	UGD2;UGD1
Cre16.g687200.t1.1		0.15671484289060195	0.17421357417479438	
"Cre17.g746597.t1.1;Cre17.g746597.t2.1"	0.0789914284084773	0.09618965324151951	0.07285114942341295	;
Cre01.g015600.t1.1	0.025594936296752184	0.04313031318639862	0.031254377152007386	
Cre09.g394436.t1.1	0.2219804504027464	0.21123295332978292	0.22932011344235742	
"Cre13.g604650.t1.2;Cre13.g604650.t2.1"	0.6294745817895824	0.616571629746966	0.7597156269078458	;
Cre02.g080350.t1.1	0.04806680815546373	0.07725831374356257	0.04257386890048404	
Cre02.g109550.t1.2	0.025101957687594892	0.04176226261090205	0.04108114081900339	HSD1
Cre10.g419950.t1.1	0.06129978801019803	0.07199930293917961	0.06437166973109348	
Cre09.g393700.t1.1	0.07694197529046642	0.06663713671415493	0.05125627528044106	MMP3
Cre02.g118500.t1.1	0.12011375218003034	0.12567796900126216	0.13655154801086988	COPB2
Cre06.g278202.t1.1	0.027043135661756743	0.03512139196934406	0.05923395752773244	
Cre-1.g2716961.t1.p1	0.5757697658564791	0.7824873437014217	1.1285747508427662	psbD
Cre06.g278255.t1.1	0.10308201799832215	0.10789132926422682	0.10287532516009505	
Cre02.g095146.t1.1	0.12612174625728012	0.09295312241238754	0.08118767148779603	
Cre03.g146247.t1.1	0.14334554488811316	0.11441498365442922	0.2878089786759628	NUOS4
Cre10.g437950.t1.2	0.03602040084101772	0.026320657171919733	0.029846307946500516	
Cre08.g378150.t1.1	0.07524485299433234	0.08066487363338942	0.06288359996071455	GLD2
Cre02.g119550.t1.2	0.28750960962791594	0.3006243570447363	0.13146759073728204	NIP1
Cre03.g144967.t1.1	0.0844365896530728	0.0584428838963714	0.06806043801511776	
"Cre06.g280900.t1.1;Cre06.g280900.t2.1;Cre06.g280900.t3.1"	0.030995512012106465	0.03855022618333018	0.03099884197717665	VTI2;VTI2;VTI2
Cre01.g065822.t1.1	0.6899124049391439	0.18276323004804185	1.138138085207554	IFT122
Cre01.g011300.t1.1	0.040636436480755	0.040319986188423605	0.05261022177590788	
Cre16.g654500.t1.1	0.09493750417127864	0.10022816460440247	0.10094743479508117	EIF3F
Cre02.g076250.t1.1	0.2620678032610889	0.24347008903656586	0.2091954694409669	EFG1
Cre02.g141250.t1.2	0.07172046484884603	0.050706847027681	0.10982159572209274	
Cre10.g452450.t1.2	0.10829957994031271	0.12527139977035948	0.10319131476447839	TIC110
Cre03.g154550.t1.1	0.10492618375283633	0.12466320137622683	0.106840696989691	PCR1
Cre02.g143200.t1.1	0.23480578338506092	0.20424202168060535	0.23444139716973567	TSA1
Cre07.g313450.t1.2	0.37131302023871476	0.016305790750378166		
Cre12.g534800.t1.1	0.3574503333614333	0.45815309895654543	0.41861653746016775	GCSP
Cre06.g270750.t1.1	0.016391554341890095	0.024083219424133245	0.01559163830472026	
Cre09.g401515.t1.1	0.057108213155270364	0.11240801295634609	0.08173054776033122	
Cre08.g380151.t1.1	0.05095347486633774	0.0023780705322224856	0.20244319249603815	
Cre02.g106550.t1.2	0.018911091042740833	0.014280192911342499	0.00625584868982991	
Cre11.g476550.t1.2	0.12740216988119257	0.10613250219671873	0.12741979819381707	ADH11
Cre13.g578100.t1.1	0.05057129192020138	0.01358318119929616	0.0723929340458383	
"Cre09.g408851.t1.1;Cre09.g408851.t2.1"	0.01983337822814999	0.02709878558142932	0.10856935263779341	;
Cre10.g430501.t1.1	0.1513572552791953	0.17542744431526724	0.21164635813796717	
Cre02.g090150.t1.2	0.03372647391230771	0.029664655275441446	0.027243674940318506	PAN3
Cre06.g300700.t1.1	0.2145759929773928	0.22340860164128662	0.2437540529922848	
Cre01.g061077.t1.1	0.5371600275622214	0.5890361408149122	0.6817737554027536	CGL93
Cre02.g081250.t1.2	0.09983732453521216	0.14536173091166307	0.14561462460108132	
Cre12.g533351.t1.1	0.04629868787356027	0.026671702900602695	0.030427226645290885	CLPB5
Cre16.g676550.t1.2	0.05547947188099773	0.052518895972874305	0.04934972348185785	
Cre03.g213649.t1.1	0.018582520889912673	0.03604601412204333	0.013264101056868927	
Cre03.g199000.t1.2	0.07954701864366928	0.09115265894786888	0.08212675879782418	PHOT1
Cre17.g703900.t1.2	0.03750007793459173	0.03251916093239217	0.040628477612219355	IFT172
Cre10.g442700.t1.2	0.06847677278891169	0.05791037027362657	0.12987810944305372	
Cre08.g384750.t1.1	0.04498875999958609	0.02937289376100259		AMA3
Cre06.g271200.t1.2	0.01598921414227501	4.871761554910117	0.059111333191993375	PNO1
"Cre03.g151700.t1.2;Cre03.g151700.t2.1"	0.06721497326143631	0.04057834548558294	0.017185124290574956	CGL26;CGL26
Cre12.g489700.t1.2	0.10131593808004193	0.09491616594242688	0.08960725793054347	OTC1
"Cre16.g690431.t1.1;Cre16.g690431.t2.1"	0.1557588405961075	0.1696177749715949	0.18997502836769403	;
Cre05.g245900.t1.2	0.1978698916519498	0.28199843972771654	0.2028762639896517	BCA2
Cre09.g386700.t1.2	0.04554183575327393	0.038275813335215444	0.09059266334423258	KIN13-1
Cre13.g602450.t1.2	0.17686732241703068	0.07712922436223016	0.07323948568059935	
"Cre07.g321200.t1.2;Cre07.g321200.t2.1"	0.04219932414211092	0.05179648927437481	0.025628014455621646	;
Cre13.g562850.t1.2	0.24922695599515482	0.14620893738362084	0.17371886136091974	THF1
Cre02.g141350.t1.2	0.032919983155820946	0.01011504236475505	0.08946687061702649	DRC10
Cre17.g738300.t1.2	3.415796327847242	3.380526954050837	1.888400442072871	RPP1
Cre06.g290150.t1.1	0.021988037140671695	0.01582183094758955	0.06493504443264261	CGL65
Cre06.g278172.t1.1	0.009841777524258586	0.060606611995086775	0.7030599668536046	
Cre04.g214150.t1.1	0.40581772817587014	0.39400652243051076	0.294297439237893	THI4
Cre14.g614300.t1.2	0.2108787202621172	0.19732915780655325	0.17963284224907122	
Cre07.g325736.t1.1	0.302848542592835	0.2841372648577242	0.27073622958737775	
Cre02.g078100.t1.1	0.07679717265880076	0.06611592979085229	0.08952635210376518	EIF5B1
Cre01.g028713.t1.1		1.7007349865478996		
Cre16.g679600.t1.2	0.042600696984520854	0.06433569884279738	0.04809706825665924	
Cre01.g045550.t1.2	0.33457051861814885	0.36599730193238655	0.3145922000728909	
Cre07.g354200.t1.2	0.05232176289705312	0.07132362293818659	0.04928608403586903	GAP2
"Cre12.g543350.t1.1;Cre12.g543350.t2.1;Cre12.g543350.t3.1;Cre12.g543400.t1.2"	0.18812199418989958	0.17545869570060202	0.24108697969595483	FDH2;FDH2;FDH2;FDH1
Cre10.g444700.t1.1	0.14505479028288795	0.1424501501201807	0.12760033201590085	SBE3
Cre14.g612450.t1.2	0.3601562053408818	0.31156836375346275	0.16835046688274152	PRPL15
Cre02.g096150.t1.2	0.1411579206325491	0.25406773926606513	0.3014048153295442	MSD1
Cre03.g152150.t1.2	0.1168766397078464	0.129209075813302	0.09530815898658951	
Cre13.g564250.t1.2	0.06657118527072216	0.07739381611394791	0.10017445574845814	EIF3A
Cre07.g331550.t1.2	0.4681125014219486	0.5119953882692857	0.6229875798689943	PST1
Cre12.g508050.t1.2	0.05763947922582015	0.03656810458826678	0.05059461985685179	
Cre13.g573400.t1.2	0.1747477660624342	1.1993277677155028	1.1274666315755042	
Cre11.g467773.t1.1	0.15726373201446728	0.07814928956836054	0.14177920001598557	
Cre09.g415800.t1.2	0.12355017942932622	0.08837128010829212	0.14148312385998985	
Cre06.g307850.t1.2	0.02422047354976875	0.23194468650232128		
Cre09.g391023.t1.1	0.14589279443231934	0.15105454717397143	0.1480116751504678	
Cre05.g241450.t1.2	0.06157175098542398	0.06430099603348735	0.044684697678993676	FTSY
Cre12.g546600.t1.1	0.44959584305624345	0.46601959292008754	0.48167133249643157	FEA2
Cre11.g467350.t1.2	0.17372731595093238	0.08581791407673692	0.06593351980621125	
Cre11.g467612.t1.1	0.1468536033211073	0.16807075985314102	0.1586015044934237	
Cre10.g433000.t1.1	0.03688406329189603	0.049104611732020215	0.04786924652120263	TSG2
Cre05.g233800.t1.2	0.16949079765526687	0.1803322270263301	0.17202835117226478	TSG1
Cre11.g477300.t1.1	0.12581918867191214	0.13769789081316625	0.06695780304415759	FAP8
Cre14.g621650.t1.1	0.3779501249398286	0.3831949521692469	0.3371195180469785	MCT1
Cre17.g696850.t1.2	0.08508242850996119	0.08351394696166611	0.10224933817389342	
Cre17.g715500.t1.2	0.14254617482098123	0.09660296948386927	0.10053531901880335	
"CpQconCAT#2: iRT ABSciex 3&4;Cre16.g673729.t1.1"	0.24180214129472066	0.261654562498959	0.25696607791874776	CPN11
Cre03.g186000.t1.2	0.0381778572174593	0.02859616177446577	0.03943471150020736	
Cre12.g560950.t1.2	3.1296235888107793	2.9001032955414976	2.9130770705504565	PSAG
"P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase"	0.06273719599802605	0.060924555923596906	0.24391909069587817	
Cre11.g467707.t1.1	0.3227116949980669	0.40282837913905845	0.28372193822214437	ATP4
Cre01.g044800.t1.2	0.35183894662778775	0.35775185259874254	0.37892666217258264	PFL1
Cre16.g689050.t1.1	0.12097861571920901	0.04940625207372372	0.09898141784826568	
Cre08.g372450.t1.2	3.272031620506895	2.693274967834305	2.215526539741676	PSBQ
Cre12.g495850.t1.2	0.1153110402621203	0.13318559737162103	0.19074084238960848	HBD1
"Cre05.g232002.t1.1;Cre05.g232002.t2.1"	0.059770683655240145	0.06265919120665078	0.06456924777741224	;
Cre11.g467547.t1.1	0.10613139502625067	0.0914645115011298	0.10295697256255412	
Cre12.g521200.t1.2		0.02871706428186776		RFC1
Cre12.g549852.t1.1	0.17432118605510633	0.13912377491154163	0.08950546447286048	
Cre06.g250100.t1.2	0.40916631412629895	0.31838956449819855	0.34086145318949285	HSP70B
Cre06.g306601.t1.1	0.08315491894177982	0.09930940053705499	0.11203019031010297	ANS1
"Cre19.g750547.t1.1;Cre19.g750547.t2.1;Cre19.g750547.t3.1;Cre19.g750547.t4.1"	0.08637603742935893	0.09973426514004596	0.081393136177158	NDA2;NDA2;NDA2;NDA2
Cre03.g145107.t1.1	0.015674805610674553	0.007363131601582924	0.1452615604650571	
Cre06.g296983.t1.1	0.026245635246234692	0.027596710498624347	0.09989155665346022	
Cre17.g734548.t1.1	0.09220431412024102	0.09897153198264405	0.09387042737607287	PPD2
Cre14.g616600.t1.2	0.03339751643587309	0.029165671631546184	0.041668654336308	FZL
Cre10.g428750.t1.1	0.055621567887546866	0.03905566609910402	0.20644090227307316	
Cre17.g702650.t1.1	0.07493952341371393	0.041315470011585344	0.03750995709381784	
"Cre08.g385500.t1.2;Cre08.g385500.t2.1"	0.06334596043434546	0.06497682814159236	0.06756782248253637	AMA1;AMA1
Cre01.g034000.t1.2	0.07480896415895037	0.056456026385177216	0.0525887965923979	IPB1
Cre07.g328900.t1.2	0.0754831615463439	0.07364430457059305	0.055564273342219465	CDPK9
Cre16.g685050.t1.1	0.15396757537552933	0.05688449052079528	0.029553830401011894	LCI15
Cre06.g309100.t1.2	0.11768878353617711	0.1423664920937025	0.17931007905249025	CPN60C
Cre12.g492350.t1.2	0.15561042580516843	0.07703005351184292	0.07195294426381525	
Cre-1.g000035.t1.p1	0.1114401434272356	0.11014241748259647	0.09558020208016109	ORF1995
"Cre04.g215150.t1.2;Cre04.g215150.t2.1"		0.03325075451234421		SSS1;SSS1
Cre06.g306550.t1.1	0.08318719080107506	0.05204504520451374	0.053001226428010154	
Cre09.g403800.t1.2	0.05712904742811898	0.04492831626069974	0.046073124507035754	DHC14
Cre04.g229700.t1.2	0.12807503606642423	0.11855540749668914	0.11091040467312316	UGP1
Cre06.g307500.t1.1	0.2783458076928689	0.18870673534755383	0.1909139886111617	LCIC
Cre09.g386735.t1.1	0.09611912482587542	0.09636443729890432	0.09410883205231779	DLA1
Cre02.g109600.t1.2	0.035863613336337974	0.060832120803950854	0.046115201920965174	
Cre14.g630100.t1.2	0.8170104020121084	0.7312158756566149	0.7734741846635427	RPL13
Cre12.g514850.t1.2	0.13880667031016597	0.1421459636916777	0.10825721619527134	HSP90C
Cre12.g500550.t1.2	0.026882387061125376	0.04062090797299305	0.03354024957246886	
"Cre05.g233303.t1.1;Cre05.g233303.t2.1"	0.04512270401349773	0.038542673507911414		;
Cre12.g552200.t1.2	0.2077942245497876	0.22668798135947926	0.21778025191156825	STA4
Cre12.g558600.t1.2	0.5444635074584259	0.10263129360668118	0.06876235813138111	
Cre12.g535950.t1.2	0.16614223940759637	0.17244778620724358	0.13079359010941474	NUOS1
Cre12.g484200.t1.2	0.11769626286408627	0.15106776893455104	0.14614533588898282	GGPS
Cre11.g467590.t1.1			0.018507892431913184	
Cre11.g478800.t1.2	0.077728349478876	0.08110893345347847	0.08048736595759423	
Cre07.g347050.t1.2	0.014625247315868162	0.03082912053657106	0.017422573514894516	RSP7
Cre15.g640800.t1.2		0.19184097123791716	0.3585290662683849	
Cre01.g029150.t1.2			0.12629972176701504	DAU1
Cre03.g180750.t1.2	0.7194811614448036	0.8112613005520092	0.7746341512272332	METE
Cre12.g559250.t1.2	1.3925652850505392	1.4427303696640732	1.4594635070411344	FTT1
Cre07.g353550.t1.2	0.060135238646955746	0.05881206708791933	0.060586568398851806	SUI1B
Cre02.g085900.t1.2	0.07815822718778123	0.09242973921433116	0.09402546925922484	IPP1
Cre16.g659900.t1.1	0.16204945609175284	0.7442029447821248	0.07422629236879484	
Cre03.g201400.t1.2	0.08365892380272573	0.04045041535252785	0.11740395706137048	
Cre09.g392867.t1.1	0.32270060163879133	0.2684339970140469	0.3473031275357904	FMG2
Cre09.g397697.t1.1	1.0102440558016	1.0735555139707276	0.9759682188498469	RPL4
Cre11.g478240.t1.1	0.03580068236329313	0.1784330182026076	0.016035386153864815	
Cre07.g331500.t1.1	0.06063951145003828	0.061717759737545314	0.07996618543837623	CLPR3
Cre08.g373100.t1.1	0.0846642039879163	0.08212622887230459	0.08404234347675463	CYP97C3
Cre04.g224400.t1.1	0.16653129688580198	0.1514128117262167	0.13120462175573377	
Cre03.g177500.t1.1	0.05146243660510681	0.05379412015348595	0.045705920890467	
"Cre06.g250800.t1.1;Cre06.g250800.t2.1"	0.07132804558422905	0.07464675848987343	0.08040883583180929	CRB1;CRB1
Cre09.g393200.t1.2	0.20645551056509476	0.17485134821938383	0.18820648313462304	HSP70C
Cre09.g406983.t1.1	0.2054135013543555	0.38197089609317253	0.3966210231713169	
Cre17.g700700.t1.1		0.06585506727275088		
Cre17.g713200.t1.1	0.1868217339978392	0.14788307561657998	0.11152191258420106	OMT2
Cre09.g416850.t1.2	0.053611828090090505	0.04524618253614733	0.06104084796038848	
Cre03.g202950.t1.1	0.14180922866255538	0.15777360530199463	0.14807475016874466	TRX14
Cre06.g258700.t1.1	0.23188569540717696	0.20143095853385945	0.20033496335435005	PYC1
"Cre11.g467575.t1.1;Cre11.g467575.t2.1"	0.05220354380947365	0.022855794973544362	0.07610372224889039	CLPB4;CLPB4
Cre02.g091550.t1.2	0.09870442653599829	0.06619590457010675	0.052890424507235446	WHI
"Cre17.g701200.t1.2;Cre17.g701200.t2.1"	2.3290399008121603	2.425932230647154	2.1860434881136994	RPL14;RPL14
Cre01.g034400.t1.1	0.6389908526071901	0.5640866165187837	0.7114045653590828	PGL1
Cre13.g578750.t1.2	0.19707426198636807	0.1011303607358848	0.09414771991461682	TBA1
Cre09.g399350.t1.1		0.24585737522362588		
Cre08.g358546.t1.1	0.03409168411683026	0.02752962292449227	0.04131346043267496	
Cre12.g538850.t1.1	0.004233918366884013			
Cre16.g694850.t1.2	0.26755018553499416	0.26009500307178746	0.21728638344531953	NGS1
Cre12.g549450.t1.2	0.10473701337142521	0.1417673335855099	0.1028013814569431	
Cre12.g543902.t1.1	0.08642225137366051		0.07880377501026072	
Cre06.g311850.t1.1	0.20365831613527788	0.284039806587849	0.08771718793296575	HAD1
Cre06.g258800.t1.1	1.293028794769399	1.3172975738124186	0.8793672762263534	GP2
Cre02.g079700.t1.2	0.06924590024129038	0.05633599814415675	0.07024108250442238	PYR2
Cre01.g049900.t1.1	0.033133479158862666	0.030556606665286895	0.11373648087857743	
Cre06.g308850.t1.2	0.11760780088765685	0.11691251002561953	0.12271026649942604	EIF3X
Cre08.g358539.t1.1	0.01629285981422616		0.013541892475333387	
Cre03.g189950.t1.2	0.06841169246887865	0.06078020618822458	0.07446894625959431	HOP
Cre09.g394102.t1.1	0.06087203314686475	0.06802243494433657	0.07977621140172926	GUK2
Cre13.g578451.t1.1	0.05987965222242317	0.047777692299886626	0.0658946063368574	TSL1
Cre05.g242350.t1.2	0.1120589248529554	0.07527995332479485	0.14818523544651335	
Cre12.g513200.t1.2	0.963587284040966	0.9421241067701441	0.981005962698323	PGH1
Cre11.g467770.t1.1	1.3333907933035967	1.1041583212030035	1.359959936433522	PGK1
"Cre11.g476325.t1.1;Cre16.g673852.t1.1"	0.06762929068620588	0.0682611550236938	0.054003394876158295	;
Cre04.g217921.t1.1	0.07678918964891805	0.10528566185230322	0.1176057686796034	COPB1
Cre12.g558100.t1.2	0.08407566326832105	0.07982167473443862	0.0787973271034072	PRMT2
Cre15.g643550.t1.2	0.2708874042676994	0.337391893918786	0.4417917869226795	PDX1
Cre04.g222700.t1.2	0.4126648902971555	0.5444099559299973	0.4307998147523534	
Cre04.g217550.t1.1	0.1410068320893898	0.11458456005602949	0.11089246749945292	EIF3C
Cre10.g433600.t1.2	0.31892647047056316	0.22944216338683399	0.2516348453784263	
"Cre11.g481126.t1.1;Cre11.g481126.t2.1"	0.4685194538894766	0.41682514268560755	0.5815190534116987	;
Cre04.g217910.t1.1	0.08635482057837715	0.017107863184169764	0.05313564850752882	
Cre10.g434650.t1.1	0.1725816904510052	0.18728492376229391	0.20572353751884115	CTR3
Cre09.g396213.t1.1	3.324499113770347	3.496850592441697	3.383009719174028	PSBO
Cre17.g697334.t1.2	0.6274925131305861	0.3480351164727553	0.3016317996251581	
Cre12.g493250.t1.2	0.07636629681310259	0.0653103518323326	0.08281344158943375	FAP358
Cre04.g214501.t1.1	0.08813482654602386	0.0733856375071685	0.06630235682466604	PNP1
"Cre09.g392350.t1.2;Cre09.g392350.t2.1"	3.210091274978724	3.45532957098283	2.4259951239175765	CGLD37;CGLD37
Cre03.g145647.t1.1	0.278735322450574	0.28864824338064593	0.0827592222537491	
